activity_type,pressure_cat,biotic_group,service_division,service_section,n_services,RCSES
Non-Renewable Energy,"Chemical changes, chemicals and other pollutants",Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.4394741708454724e-4
Non-Renewable Energy,Energy,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,7.419126001507244e-7
Non-Renewable Energy,Energy,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.249239456848354e-5
Non-Renewable Energy,Physical change,Bacteria,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.671215901768061e-6
Non-Renewable Energy,Physical change,Bacteria,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.0224972629340033e-4
Renewable Energy,Biological disturbance,Zooplankton,Biomass,Provisioning,18,1.424828195314185e-10
Renewable Energy,Biological disturbance,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,7.774675372165568e-9
Renewable Energy,"Chemical changes, chemicals and other pollutants",Zooplankton,Biomass,Provisioning,18,1.0825660145510592e-8
Renewable Energy,"Chemical changes, chemicals and other pollutants",Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,5.907097683603623e-7
Renewable Energy,Energy,Zooplankton,Biomass,Provisioning,18,1.424828195314185e-10
Renewable Energy,Energy,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,7.774675372165568e-9
Renewable Energy,Physical change,Zooplankton,Biomass,Provisioning,18,1.7680159401763236e-8
Renewable Energy,Physical change,Zooplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,9.647303466404228e-7
Renewable Energy,Biological disturbance,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.7027842774302196e-8
Renewable Energy,Biological disturbance,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.6884873766582395e-9
Renewable Energy,"Chemical changes, chemicals and other pollutants",Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.293753446850734e-6
Renewable Energy,"Chemical changes, chemicals and other pollutants",Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,4.322039055954391e-7
Renewable Energy,Energy,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,1.7027842774302196e-8
Renewable Energy,Energy,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.6884873766582395e-9
Renewable Energy,Physical change,Zooplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.112921231541465e-6
Renewable Energy,Physical change,Zooplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,7.058630921607955e-7
Renewable Energy,Biological disturbance,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.2750584772567335e-8
Renewable Energy,Biological disturbance,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,6.027790678329369e-8
Renewable Energy,"Chemical changes, chemicals and other pollutants",Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,9.687729219444528e-7
Renewable Energy,"Chemical changes, chemicals and other pollutants",Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,4.5798373113666044e-6
Renewable Energy,Energy,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.2750584772567335e-8
Renewable Energy,Energy,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,6.027790678329369e-8
Renewable Energy,Physical change,Zooplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,1.5821723067108175e-6
Renewable Energy,Physical change,Zooplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,7.479659679939573e-6
Renewable Energy,Biological disturbance,Phytoplankton,Biomass,Provisioning,18,3.2191075190797944e-8
Renewable Energy,Biological disturbance,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.860085445665224e-7
Renewable Energy,"Chemical changes, chemicals and other pollutants",Phytoplankton,Biomass,Provisioning,18,2.4458362129569702e-6
Renewable Energy,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.4132688377872843e-5
Renewable Energy,Energy,Phytoplankton,Biomass,Provisioning,18,3.2191075190797944e-8
Renewable Energy,Energy,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.860085445665224e-7
Renewable Energy,Physical change,Phytoplankton,Biomass,Provisioning,18,3.994469947739582e-6
Renewable Energy,Physical change,Phytoplankton,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,2.308110359439457e-5
Renewable Energy,Biological disturbance,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,3.1252191053687647e-7
Renewable Energy,Biological disturbance,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,7.693841748300781e-8
Renewable Energy,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,2.3745010118583858e-5
Renewable Energy,"Chemical changes, chemicals and other pollutants",Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,5.845681342800704e-6
Renewable Energy,Energy,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,3.1252191053687647e-7
Renewable Energy,Energy,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,7.693841748300781e-8
Renewable Energy,Physical change,Phytoplankton,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,3.877967331785687e-5
Renewable Energy,Physical change,Phytoplankton,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,9.547000050199266e-6
Renewable Energy,Biological disturbance,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.0461399518817334e-9
Renewable Energy,Biological disturbance,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.144934266954453e-8
Renewable Energy,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,3.83399179953124e-7
Renewable Energy,"Chemical changes, chemicals and other pollutants",Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,2.389480336365185e-6
Renewable Energy,Energy,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,5.0461399518817334e-9
Renewable Energy,Energy,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.144934266954453e-8
Renewable Energy,Physical change,Phytoplankton,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Cultural,11,6.261566061528e-7
Renewable Energy,Physical change,Phytoplankton,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Cultural,11,3.902431137359777e-6
Renewable Energy,Biological disturbance,Microphytobenthos,Biomass,Provisioning,18,1.4998685988214377e-9
Renewable Energy,Biological disturbance,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.666637366233602e-8
Renewable Energy,"Chemical changes, chemicals and other pollutants",Microphytobenthos,Biomass,Provisioning,18,1.1385168531150586e-7
Renewable Energy,"Chemical changes, chemicals and other pollutants",Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,6.578651429229873e-6
Renewable Energy,Energy,Microphytobenthos,Biomass,Provisioning,18,1.501065754939275e-9
Renewable Energy,Energy,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,8.673554850840064e-8
Renewable Energy,Physical change,Microphytobenthos,Biomass,Provisioning,18,1.8575977502504057e-7
Renewable Energy,Physical change,Microphytobenthos,"Genetic material from all biota (including seed, spore or gamete production)",Provisioning,18,1.0733690995599188e-5
Renewable Energy,Biological disturbance,Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.027318058294779e-8
Renewable Energy,Biological disturbance,Microphytobenthos,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,3.5847673848049955e-9
Renewable Energy,"Chemical changes, chemicals and other pollutants",Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,4.575202917005861e-6
Renewable Energy,"Chemical changes, chemicals and other pollutants",Microphytobenthos,Transformation of biochemical or physical inputs to ecosystems,"Regulation &
Maintenance",16,2.7211170933938394e-07
Renewable Energy,Energy,Microphytobenthos,"Regulation of physical, chemical, biological conditions","Regulation &
Maintenance",16,6.032128906853985e-8
